Gene_Name,S2N_AML
J05448_at,-0.425593114936327
D00003_s_at,-0.425660728525834
HG1078-HT1078_at,-0.425723086124897
Z34975_at,-0.425910538018671
Y07595_at,-0.425974563120084
U82613_at,-0.426910545672027
HG1862-HT1897_at,-0.427293823288404
U61145_at,-0.428397293591615
HG4073-HT4343_at,-0.42911396525235
X15183_at,-0.430136926561619
U97502_rna1_at,-0.430217781337383
S77575_at,-0.431457964980239
D87450_at,-0.431757396796259
U65410_at,-0.431816673221663
D50810_at,-0.431838509239315
M55542_at,-0.432297074698114
M28826_at,-0.433470465698055
M13929_s_at,-0.433628618074894
D63476_at,-0.433926898083423
HG2562-HT2658_s_at,-0.434304781312532
U60325_at,-0.434342688147768
HG3141-HT3317_f_at,-0.434998342100511
D25304_at,-0.435469358795733
D50927_at,-0.435821169680014
D44466_at,-0.435872509477967
U13695_at,-0.43589569655962
D86981_at,-0.437520632026345
U72507_at,-0.437918441773843
X72964_at,-0.43804319265041
D80012_at,-0.438240675780918
U58033_at,-0.438449299474947
HG742-HT742_at,-0.438981717421622
D11086_at,-0.439253132521156
D86969_at,-0.439570651657031
D43951_at,-0.439615134854253
U49928_at,-0.439982357596411
D87119_at,-0.440709612995675
X07495_at,-0.441210329921781
J02621_s_at,-0.441314848050179
X83441_at,-0.441543043076332
X16560_at,-0.441867395894631
X07315_at,-0.442605456173709
U15009_at,-0.442837491163483
U86602_at,-0.443187883504035
U79246_at,-0.443220537029191
U26032_at,-0.443532205070003
U90552_at,-0.443534972349445
HG2743-HT2846_s_at,-0.443574349597065
M20778_s_at,-0.443651060334251
Z22534_at,-0.444301970436823
M77698_at,-0.444366192439174
M19989_cds2_at,-0.44476400169804
M12886_at,-0.444809515760084
L04733_at,-0.445135486029765
U28015_at,-0.445222282619364
D82345_at,-0.445838108138246
X85750_at,-0.446143823186639
X05855_s_at,-0.446604900133784
HG3395-HT3573_s_at,-0.446625633370309
L25851_at,-0.447026734019681
M31642_at,-0.447044089884189
M17183_s_at,-0.447264629422082
U53225_at,-0.44734741446857
M20642_s_at,-0.447811853384382
U07151_at,-0.448270342130585
L48692_at,-0.448363189783041
U44378_at,-0.448400898123517
X70683_at,-0.448416898445369
X59711_at,-0.448425224415089
M29474_at,-0.449173534250554
U04847_at,-0.449988826030238
D86331_s_at,-0.449998604785995
X16983_at,-0.450100409425808
Z30426_at,-0.450588415216396
L34600_at,-0.45076636058315
U67319_at,-0.450779847104222
D31887_at,-0.451541270828837
Z46632_at,-0.452071770712497
S62539_at,-0.452227768458536
X64330_at,-0.452320191701297
L18972_at,-0.453345603026158
D87449_at,-0.453458853045662
X62048_at,-0.453481286574606
X84740_at,-0.453738397397993
U00238_rna1_at,-0.454070107957861
U01062_at,-0.454394174654681
L27706_at,-0.455556305268679
X78933_at,-0.456249103711241
D63875_at,-0.456482043777422
L13800_at,-0.459052526754771
D38081_at,-0.459069469725932
L76703_at,-0.459774866066483
D83017_s_at,-0.459929002744649
U79297_at,-0.45997999923868
M29194_at,-0.459999824801394
Z68274_at,-0.460078353053267
M94556_at,-0.461075730798734
U90651_at,-0.461501709782479
U56637_at,-0.462171390961659
D30655_at,-0.462189850737933
D38293_at,-0.462394937555878
X02160_at,-0.462509226658807
U15008_at,-0.462975012193722
U56085_at,-0.463059263715821
D78335_at,-0.463597650901386
M81182_s_at,-0.463770340624995
U79258_at,-0.463965606948693
U50527_s_at,-0.464140263003998
D50683_at,-0.464365748158896
Y00978_at,-0.46583484737281
U93237_rna2_at,-0.46588568451317
X81372_at,-0.465911371218486
M18533_at,-0.466112773987758
M88108_at,-0.466914867691244
S85655_at,-0.46722081999418
AB000114_at,-0.468299049880254
U18291_at,-0.468693936855491
D80008_at,-0.469069662026595
M74089_at,-0.469079644712119
M74719_at,-0.469531997441209
D13636_at,-0.469661913273959
X57206_at,-0.469681615115674
D38496_s_at,-0.470100713079392
D63879_at,-0.47029032764276
D86970_at,-0.470834782057447
AF000177_at,-0.471032926004814
K01911_at,-0.471732589998963
M11353_at,-0.471925487854322
M69023_at,-0.471936286896075
D86960_at,-0.472787825038812
L77563_at,-0.473685253238458
U75370_at,-0.474658973654007
D26069_at,-0.475188285885308
Y00636_at,-0.475533208662656
S67156_at,-0.47584326572004
U48705_rna1_s_at,-0.476220419460695
Y13620_at,-0.47640979387587
X66358_at,-0.477677705733524
D42053_at,-0.477728075433333
D83702_at,-0.477731948522177
U72514_at,-0.477769556155819
D87459_at,-0.478322072806735
U26710_at,-0.478696546635131
U37139_at,-0.478797939370415
X02317_at,-0.479072374777689
X00437_s_at,-0.479165890540468
L76927_rna1_at,-0.479314575390375
X13238_at,-0.479469780548701
U41668_at,-0.479703548712987
U87309_at,-0.479858625519623
D50914_at,-0.480083791633441
U89916_at,-0.48048395291245
HG2160-HT2230_at,-0.480797072490905
X67951_at,-0.481172338711163
D80005_at,-0.481218264166645
L19267_at,-0.48173896053415
U37359_at,-0.481848216051227
M18728_at,-0.481890983563858
X81788_at,-0.481970531639214
M95809_at,-0.482396090846873
U41654_at,-0.482488259919072
D87453_at,-0.48385914665054
D14710_at,-0.483949571476384
X72790_at,-0.48407969866504
U93867_at,-0.484268173320161
D00749_s_at,-0.484520810464347
X71490_at,-0.485202560462354
X06745_at,-0.485303212648984
M16505_at,-0.486268642596118
X58529_at,-0.486275268408256
U25849_at,-0.486282266571258
L33881_at,-0.486310259425253
HG4518-HT4921_r_at,-0.487299309135117
L19183_at,-0.487862609303421
HG3998-HT4268_at,-0.488328883636391
X77588_s_at,-0.48850504906921
D38551_at,-0.489147829877821
U35113_at,-0.489370954911041
U90912_at,-0.489654074589161
M93651_at,-0.490140260477186
M90391_s_at,-0.490302852314942
U79287_at,-0.490509027018051
L20688_at,-0.490721743650574
U21090_at,-0.491031286117605
D83782_at,-0.491883543660576
U09860_at,-0.492450726063501
D84557_at,-0.492693208845591
D26598_at,-0.492896878124877
U41515_at,-0.493121085292449
U65932_at,-0.493143386034599
Z48633_at,-0.493462165508605
U42359_at,-0.493919847957489
X17093_at,-0.495183001531128
X95632_s_at,-0.4959832603288
U35835_s_at,-0.496111539489276
L07615_at,-0.498301424956316
U79270_at,-0.499269482072055
U07424_at,-0.499548473481552
U09646_at,-0.499932059093751
U78190_rna1_at,-0.500005534311854
M13450_at,-0.500014936453624
X66079_at,-0.500349290920825
D42084_at,-0.500818161348717
U10324_at,-0.500912503415882
U79271_at,-0.501281005310429
J04132_at,-0.501369355109654
U14518_at,-0.501610278150269
X87241_at,-0.502227799781437
M55905_at,-0.502251724484118
U07139_at,-0.502694497465213
X75755_rna1_s_at,-0.503444145827221
M38690_at,-0.503609105652701
D31764_at,-0.503646536394947
U18985_at,-0.503937936036934
M37981_at,-0.504213090750419
Z35227_at,-0.504468866941041
L06132_at,-0.504640481586271
U50950_at,-0.504869690312887
Z97074_at,-0.504912399498539
U59913_at,-0.505261145459317
M14745_at,-0.506261752963269
X85373_at,-0.507130327592505
L36870_at,-0.507406289146735
X69838_at,-0.507428366974449
S67247_s_at,-0.507635278143333
D50930_at,-0.508318575869912
U94319_at,-0.508532255851029
X89398_cds2_at,-0.509060408494159
D14660_at,-0.509144684299932
HG4755-HT5203_s_at,-0.50935765949996
M37815_cds1_at,-0.509799114722465
U08377_at,-0.510079566385678
X70649_at,-0.510473274581133
X06323_at,-0.511740989576887
D38048_at,-0.511955361145103
U73167_cds5_at,-0.512561039427594
U90546_r_at,-0.512962777130478
D80003_at,-0.513249507198375
X68505_s_at,-0.513357494562689
U37426_at,-0.51383468070628
U80017_rna1_at,-0.515076383049707
M69181_at,-0.51508494020791
U31930_at,-0.515122406029229
U24704_at,-0.515364429622527
U34683_at,-0.515383972071462
D79997_at,-0.51666455214473
Z47055_s_at,-0.516752096671794
X95073_at,-0.516815150390223
X16901_at,-0.516956776267332
S54005_s_at,-0.517430666357198
AF000231_at,-0.518156773208289
X66945_at,-0.518355282562632
X78627_at,-0.518488343218075
U25165_at,-0.518559816727355
U25029_at,-0.51887410141789
U26312_s_at,-0.518887644042884
D15057_at,-0.52012986394205
X52851_rna1_at,-0.520555798728627
U79241_at,-0.520938545590736
U59309_at,-0.520954341316128
U51990_at,-0.52119774105237
U11313_at,-0.521215219465344
L07515_at,-0.521576899611945
M27826_at,-0.522362839713974
M81118_at,-0.522409840110919
M34668_at,-0.522438417818621
U27459_at,-0.522623163174131
HG1614-HT1614_at,-0.522786938350284
L38810_at,-0.52401621640287
D83776_at,-0.524973825314557
L03411_s_at,-0.525518066501824
D87969_at,-0.527457039484695
U18062_at,-0.528761098218865
X82224_at,-0.530899702933768
U81001_at,-0.530986420674662
U34044_at,-0.531464677771004
U52427_rna1_at,-0.531574458268419
Y08614_at,-0.532139500788984
U07418_at,-0.53251132641915
D87077_at,-0.532681968209618
U37055_rna1_s_at,-0.5331952162286
HG2416-HT2512_at,-0.533709718040788
D25328_at,-0.535330879511611
X58528_s_at,-0.535600994439434
M54992_at,-0.536231259192273
U38896_at,-0.536299601714546
X76223_s_at,-0.5364310269129
D80000_at,-0.536488491784504
U91316_at,-0.53673748619012
M60858_rna1_at,-0.536871842971009
U90904_at,-0.536991223437285
M10901_at,-0.53702740251812
U94855_at,-0.537162561528672
X55740_at,-0.538578784738015
D78275_at,-0.538958727913616
J04029_s_at,-0.539020776271241
HG2274-HT2370_at,-0.539255154667203
M21535_at,-0.539404731330282
U26727_at,-0.539854627746462
D38552_at,-0.540799247398002
X15357_at,-0.541038599892829
D45248_at,-0.541267230753029
L40410_at,-0.541785509293538
X92475_at,-0.542536908369978
U37408_at,-0.543014832229923
D21063_at,-0.543037877656042
U95626_rna1_at,-0.543407544262252
U89505_at,-0.543936980426949
Z50853_at,-0.544077085665268
X59739_at,-0.544216558037926
U60115_at,-0.544533460615119
U61397_s_at,-0.544889831789016
D50912_at,-0.545013526276642
D63479_s_at,-0.545112849669366
Z50115_s_at,-0.546577325000741
U02493_at,-0.548354008042823
D31763_at,-0.549019135053955
U91903_at,-0.550094017402215
M32334_at,-0.550365801018727
M98045_at,-0.550923666169619
U89922_s_at,-0.550983500838181
X74301_s_at,-0.551104659080844
D63861_s_at,-0.551137577426038
U66464_at,-0.551191073170691
X58072_at,-0.551545627810459
L08895_at,-0.551611021120634
D21852_at,-0.551735088091884
X13956_at,-0.552763333059082
L76159_at,-0.552817092212033
X53793_at,-0.55292216259332
J03798_at,-0.554061649381743
HG1112-HT1112_at,-0.554573617311011
D30037_at,-0.554759226954023
M74524_at,-0.55500019352002
U33841_at,-0.555487073541127
L14922_at,-0.555636655448278
X74008_at,-0.555654577588554
Z23064_at,-0.556905526427107
D13637_at,-0.557313055626862
D31891_at,-0.557717390802445
Z93784_at,-0.558840041634422
M98833_at,-0.560470923107965
U68566_at,-0.560713377290337
X84908_at,-0.560731951379822
D86957_at,-0.561297757532483
X92106_at,-0.561420146452548
M31210_at,-0.562722020056278
L02547_at,-0.565065878115208
X77744_at,-0.566329408430878
U53003_at,-0.566954155740921
M23161_at,-0.569036787564374
AF015913_at,-0.569709207476496
U28042_at,-0.5698236055692
X54199_s_at,-0.569898958396529
L20321_at,-0.57001921214726
HG1869-HT1904_at,-0.570530894036345
U37352_at,-0.57076643850733
X05323_at,-0.570919615574807
M30938_at,-0.571219293895352
L01087_at,-0.571402415912877
M61853_at,-0.573170871417312
X70476_at,-0.573208791849181
X85134_rna1_at,-0.573602478299599
M23613_at,-0.573974841382583
L11573_at,-0.57600086930734
D87742_at,-0.576071256426797
X99585_at,-0.576150857135227
X74331_at,-0.576314095358124
U09564_at,-0.576413006450139
K02777_s_at,-0.576760988062643
X80230_at,-0.577965985786559
U39226_at,-0.578598717828168
U51166_at,-0.578839916003954
L14848_s_at,-0.57990039302443
U31556_at,-0.580182718091333
X59710_at,-0.580942170554906
U46006_s_at,-0.581024975749175
Z22551_at,-0.58133377948152
M85169_at,-0.581503977729575
L07033_at,-0.581976093825698
U30828_at,-0.58217515751036
L41887_rna1_at,-0.583948604308307
U36922_at,-0.585428314412896
U75276_s_at,-0.585810955082674
L20010_at,-0.585834471486826
X70394_at,-0.586488247394572
S66431_at,-0.587207999296573
U26424_at,-0.587475018204054
M29971_at,-0.587928509180291
U07231_at,-0.589031968224038
D50063_at,-0.58926694327631
Z56281_at,-0.591147664561866
L36983_at,-0.591192832500506
AF005037_at,-0.591442311560254
U40462_at,-0.591854794303843
L07633_at,-0.591926180936768
X59871_at,-0.592020278646319
AB002366_at,-0.592222761180508
D14678_at,-0.592246619194382
D28473_s_at,-0.592294715307672
U51678_at,-0.592468679535926
U05237_at,-0.592651264523604
M96803_at,-0.592871167134898
U79254_at,-0.593159677706108
L24783_at,-0.594315874405152
U97188_at,-0.595019114235939
D42043_at,-0.595363327529841
U18259_at,-0.595776993869969
U48251_at,-0.596863307935572
D84276_at,-0.598033171685959
U69127_at,-0.59828600357685
L11672_r_at,-0.600217868913299
D63486_at,-0.600857595701686
U81556_at,-0.601242894387623
D13627_at,-0.601592099705461
D85758_at,-0.602000350782983
D84294_at,-0.602217899495974
L42542_at,-0.602518344582397
J02645_at,-0.602888093529817
U33286_at,-0.603334562757799
M31899_at,-0.603425077966985
D42039_at,-0.603514494304597
X96752_at,-0.603740362842836
M15841_at,-0.603842303695365
X03363_s_at,-0.608613310831301
AB000449_at,-0.608902552204593
U86782_at,-0.609091167442892
U76638_at,-0.609191190829751
U16954_at,-0.609591179218221
D63482_at,-0.610093722929938
U23852_s_at,-0.61022655860446
X66533_at,-0.611882679897319
U56833_at,-0.613845688017359
L21936_at,-0.613912301398045
U97105_at,-0.61481405576237
X61100_rna1_at,-0.615496657257967
L00058_at,-0.615575877111404
U49395_at,-0.615874753134286
X69111_at,-0.617293669090116
D87448_at,-0.617625329305925
X64643_at,-0.61772656307205
AB003698_at,-0.618247683825058
U83843_at,-0.618354349956702
M27504_s_at,-0.620120826453741
U43885_at,-0.620207631173207
D83032_at,-0.620370445931805
HG3546-HT3744_s_at,-0.621438954173825
U52682_at,-0.622069732180707
D87076_at,-0.622673938795538
S76965_at,-0.622868383356168
L00634_s_at,-0.623012305657374
M29540_at,-0.623121462380745
D21262_at,-0.624761504911019
L40391_at,-0.625329383233647
M94633_at,-0.625560569593184
U30521_at,-0.627794731295491
X65644_at,-0.632119791263483
X97335_at,-0.632959132152608
D80006_at,-0.632968201503509
Z14982_rna1_at,-0.633325278404767
M16336_s_at,-0.633655727078374
X54326_at,-0.635061947766057
X65550_at,-0.636257581200435
X69141_at,-0.636667742983876
U25435_at,-0.636760030236117
D86983_at,-0.637172395452213
X99920_at,-0.637440740573016
D79988_at,-0.637745064245985
D83783_at,-0.638073106781938
U50733_at,-0.638209789008365
M19311_s_at,-0.638249267146446
X66867_cds1_at,-0.640145833156052
D87446_at,-0.640728850302927
U84388_at,-0.642113081778541
L41067_at,-0.643159403683496
L33075_at,-0.643662827612048
D37984_s_at,-0.643827593518016
Z35102_at,-0.643914248078204
M63838_s_at,-0.644051297079315
D14659_at,-0.644347756046432
U90549_at,-0.645361972879977
X03934_at,-0.646981329433915
X67337_at,-0.647228084235391
U09413_at,-0.647426016364798
U64871_at,-0.647754811586476
HG4582-HT4987_at,-0.648015184197469
M23379_at,-0.648442153637836
U51920_at,-0.649229100083664
X62153_s_at,-0.649573369192334
U79274_at,-0.649886933609621
L02932_at,-0.651026873766734
M29536_at,-0.652450520449228
S46622_at,-0.653325907299257
U68063_at,-0.653469010971598
X56468_at,-0.654157847789831
M21259_at,-0.654497099133272
D63477_at,-0.656141542132384
M29064_at,-0.65650056113958
X51823_s_at,-0.656530253242084
M73547_at,-0.658008944795653
X85372_at,-0.659751320763073
J04615_at,-0.661152444952797
X63468_at,-0.661907356150809
D26018_at,-0.662955237286293
D23673_at,-0.664363968124575
X94232_at,-0.664547180915427
X77366_at,-0.664769862880171
U62961_at,-0.665628699255907
U31814_at,-0.666366258459026
Y07707_at,-0.667590723373902
L10373_at,-0.669471677057581
M92439_at,-0.669627905136418
U33822_at,-0.669992555037357
S69790_at,-0.67061400789247
HG2846-HT2983_at,-0.671532014046077
D50918_at,-0.672212210765051
M86406_at,-0.672711929682681
D80001_at,-0.67655845893848
D00763_at,-0.677105253247955
L38951_at,-0.677480691973309
J03626_rna1_s_at,-0.677727251507763
U47077_at,-0.679044980810197
S72008_at,-0.679237911036176
X86691_at,-0.679353123698262
U49248_at,-0.679408383680909
X91257_at,-0.680428887518056
HG4126-HT4396_at,-0.681760444420429
M34458_rna1_s_at,-0.682898240152623
X77307_at,-0.682909786421687
U20499_at,-0.68309780691044
U79291_at,-0.683399685660387
L28010_at,-0.68419961324037
D55654_at,-0.684562728458397
U79285_at,-0.685906935472397
U83410_at,-0.687498436593123
U50939_at,-0.688332669247707
U82818_at,-0.688435547144018
HG1400-HT1400_s_at,-0.69282611530465
M22632_at,-0.693090970167405
U90546_at,-0.693448861190726
D86978_at,-0.695238313586323
U77948_at,-0.695986403458545
U06155_at,-0.697644058690787
X78669_at,-0.699847082885229
D21851_at,-0.699933459863251
D38524_at,-0.700197900932346
L43576_at,-0.700413358864208
M15796_at,-0.702268713832317
J03589_at,-0.702722136358636
L76702_at,-0.704328606406975
U72936_s_at,-0.704504019024256
D83785_at,-0.70548364607176
M83233_at,-0.705895178231935
U94836_at,-0.707753921425597
L25931_s_at,-0.711716456604721
M33336_at,-0.711856589818515
D38548_at,-0.712805748892049
L20298_at,-0.714205864918565
U90552_s_at,-0.714257923554776
U41060_at,-0.715037990356252
U61232_at,-0.7168766273167
X84194_at,-0.71720977948243
M86752_at,-0.717366895885796
M33680_at,-0.718266383873576
U18271_cds3_s_at,-0.719504388480784
M63488_at,-0.720247667646919
M26708_s_at,-0.726113593032932
U49020_cds2_s_at,-0.726872608995019
L10413_at,-0.727250850423458
Z68747_at,-0.728902596892408
U03911_at,-0.729421396474892
Z49194_at,-0.729748847135636
M19888_at,-0.731221040305146
U28833_at,-0.731340350150826
J05032_at,-0.731796988746241
Z21507_at,-0.732935391137086
U10485_at,-0.733660341838562
S76617_at,-0.735536492769511
L33930_s_at,-0.740130133603394
U75308_at,-0.741211372240695
L07758_at,-0.743803188432678
X63753_at,-0.744143862118946
X68560_at,-0.744200955755867
X14850_at,-0.744211801761314
U50928_at,-0.745090081241094
L07956_at,-0.745930320641795
U73737_at,-0.748261415498641
L06797_s_at,-0.75263233347208
M68864_at,-0.75264586241027
X51521_at,-0.756024751945758
X61970_at,-0.756501000958494
M12959_s_at,-0.758175445141585
M65214_s_at,-0.758640387693509
HG2855-HT2995_at,-0.759288189606815
D63391_at,-0.761668800225432
L49219_f_at,-0.763277935547865
M22898_at,-0.767189742399825
U80457_at,-0.767573001840922
X59543_at,-0.768437069977893
D43948_at,-0.77060821294763
D32050_at,-0.771488138106727
X74801_at,-0.773834120389052
L05148_at,-0.774692679931782
U65928_at,-0.775168305967898
L41870_at,-0.775487406441502
D14658_at,-0.77834368435148
U40572_at,-0.780537427577563
L42572_at,-0.782434644918134
D87078_at,-0.784055187238425
D43950_at,-0.788194397433515
D86479_at,-0.789885844155587
U27460_at,-0.791445925778349
X82240_rna1_at,-0.792621756760349
X62535_at,-0.794191196886172
U88666_at,-0.794312349422546
M60527_at,-0.798655446109812
U38846_at,-0.800105391841454
AF005043_at,-0.806453693425485
U49844_at,-0.807434867367409
M29551_at,-0.811385771279662
X04325_at,-0.811843696207949
X66401_cds1_at,-0.813360789408179
X66899_at,-0.814750335560944
X59350_at,-0.815413579971639
AF009426_at,-0.818297713959924
M11722_at,-0.819736138419166
X76061_at,-0.820669326621878
U62136_at,-0.826157386747913
D86967_at,-0.829060189158059
D63880_at,-0.833577489641484
J03473_at,-0.837180993331106
M89957_at,-0.838318717298678
D88270_at,-0.841669758798373
U35451_at,-0.842047115763567
